Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers LLC
Statement,Data,BrokerAddress,"Two Pickwick Plaza, Greenwich, CT 06830"
Statement,Data,Title,Activity Statement
Statement,Data,Period,"January 28, 2025"
Statement,Data,WhenGenerated,"2025-01-29, 01:36:44 EST"
Account Information,Header,Field Name,Field Value
Account Information,Data,Name,Golden Horse Global Macro Discretionary Fund
Account Information,Data,Account,U8251256
Account Information,Data,Master Name,Golden Horse Fund Management Pte Ltd
Account Information,Data,Account Type,Institution Master
Account Information,Data,Customer Type,Corporate
Account Information,Data,Account Capabilities,Portfolio Margin
Account Information,Data,Base Currency,USD
Net Asset Value,Header,Asset Class,Prior Total,Current Long,Current Short,Current Total,Change
Net Asset Value,Data,Cash ,66767857.99359684,66741712.753844686,-0.000218643,66741712.75362604,-26145.239970796
Net Asset Value,Data,Options,0,36128.2,-1135,34993.2,34993.2
Net Asset Value,Data,Interest Accruals,-472907.6566949,0,-489435.5811874,-489435.5811874,-16527.9244925
Net Asset Value,Data,Dividend Accruals,11487.87,11495.97,-8.1,11487.87,0
Net Asset Value,Data,Total,66306438.20690194,66789336.92384469,-490578.681406043,66298758.242438644,-7679.964463294
Net Asset Value,Header,Time Weighted Rate of Return
Net Asset Value,Data,-0.011582532%
Change in NAV,Header,Field Name,Field Value
Change in NAV,Data,Starting Value,66306438.20690194
Change in NAV,Data,Mark-to-Market,8878.30183581
Change in NAV,Data,Change in Interest Accruals,-16579.3997011
Change in NAV,Data,Commissions,-30.3418066
Change in NAV,Data,Other FX Translations,51.4752086
Change in NAV,Data,Ending Value,66298758.242438644
Mark-to-Market Performance Summary,Header,Asset Category,Symbol,Prior Quantity,Current Quantity,Prior Price,Current Price,Mark-to-Market P/L Position,Mark-to-Market P/L Transaction,Mark-to-Market P/L Commissions,Mark-to-Market P/L Other,Mark-to-Market P/L Total,Code
Mark-to-Market Performance Summary,Data,Equity and Index Options,NVDA 31JAN25 115 P,0,-20,--,0.2900,0,2732,-14.2328736,0,2717.7671264,
Mark-to-Market Performance Summary,Data,Equity and Index Options,NVDA 31JAN25 119 P,0,-10,--,0.5550,0,2180,-7.156433,0,2172.843567,
Mark-to-Market Performance Summary,Data,Equity and Index Options,NVDA 16JAN26 110 C,0,10,--,36.1282,0,5278.2,-6.9525,0,5271.2475,
Mark-to-Market Performance Summary,Data,Total,,,,,,0,10190.2,-28.3418066,0,10161.8581934,
Mark-to-Market Performance Summary,Data,Forex,CAD,0.000004515,0.000004515,0.69571,0.69436,-0.00000001,0,0,0,-0.00000001,
Mark-to-Market Performance Summary,Data,Forex,CHF,-0.000029287,-0.000029287,1.1086,1.1061,0.00000007,0,0,0,0.00000007,
Mark-to-Market Performance Summary,Data,Forex,EUR,-789.237642087,15.762357913,1.0492,1.0431,4.81434962,0,0,0,4.81434962,
Mark-to-Market Performance Summary,Data,Forex,HKD,24362373.34479098,24362373.34479098,0.1284,0.12837,-730.87120034,0,0,0,-730.87120034,
Mark-to-Market Performance Summary,Data,Forex,JPY,8382294.1343547,8382294.1343547,0.0064719,0.0064295,-355.4092713,0,0,0,-355.4092713,
Mark-to-Market Performance Summary,Data,Forex,MXN,-0.00382842,-0.00382842,0.048375,0.048649,-0.00000105,0,0,0,-0.00000105,
Mark-to-Market Performance Summary,Data,Forex,SEK,0.000335185,0.000335185,0.091445,0.090924,-0.00000017,0,0,0,-0.00000017,
Mark-to-Market Performance Summary,Data,Forex,SGD,65369.41671682,65369.41671682,0.7437,0.74017,-230.75404101,0,0,0,-230.75404101,
Mark-to-Market Performance Summary,Data,Forex,USD,63537692.7198232,63512020.0045166,1.0000,1.0000,0,0.322,-2,0,-1.678,
Mark-to-Market Performance Summary,Data,Total,,,,,,-1312.22016419,0.322,-2,0,-1313.89816419,
Mark-to-Market Performance Summary,Data,Total (All Assets),,,,,,-1312.22016419,10190.522,-30.3418066,0,8847.96002921,
Realized & Unrealized Performance Summary,Header,Asset Category,Symbol,Cost Adj.,Realized S/T Profit,Realized S/T Loss,Realized L/T Profit,Realized L/T Loss,Realized Total,Unrealized S/T Profit,Unrealized S/T Loss,Unrealized L/T Profit,Unrealized L/T Loss,Unrealized Total,Total,Code
Realized & Unrealized Performance Summary,Data,Equity and Index Options,NVDA 31JAN25 115 P,0,0,0,0,0,0,2717.767127,0,0,0,2717.767127,2717.767127,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,NVDA 31JAN25 119 P,0,0,0,0,0,0,2172.843566,0,0,0,2172.843566,2172.843566,
Realized & Unrealized Performance Summary,Data,Equity and Index Options,NVDA 16JAN26 110 C,0,0,0,0,0,0,5271.2475,0,0,0,5271.2475,5271.2475,
Realized & Unrealized Performance Summary,Data,Total,,0,0,0,0,0,0,10161.858193,0,0,0,10161.858193,10161.858193,
Realized & Unrealized Performance Summary,Data,Forex,EUR,0,37.476698,-0.019357,0,0,37.457341,0,-0.032856,0,0,-0.032856,37.424485,
Realized & Unrealized Performance Summary,Data,Forex,HKD,0,0,0,0,0,0,0,-730.8712,0,0,-730.8712,-730.8712,
Realized & Unrealized Performance Summary,Data,Forex,JPY,0,0,0,0,0,0,0,-355.40927,0,0,-355.40927,-355.40927,
Realized & Unrealized Performance Summary,Data,Forex,SGD,0,0,0,0,0,0,0,-230.754041,0,0,-230.754041,-230.754041,
Realized & Unrealized Performance Summary,Data,Total,,0,37.476698,-0.019357,0,0,37.457341,0,-1317.067389,0,0,-1317.067389,-1279.610048,
Realized & Unrealized Performance Summary,Data,Total (All Assets),,0,37.476698,-0.019357,0,0,37.457341,10161.858193,-1317.067389,0,0,8844.790804,8882.248145,
Month & Year to Date Performance Summary,Header,Asset Category,Symbol,Description,Mark-to-Market MTD,Mark-to-Market YTD,Realized S/T MTD,Realized S/T YTD,Realized L/T MTD,Realized L/T YTD
Cash Report,Data,Ending Cash,Base Currency Summary,66741712.75362604,66741712.75260614,0.0010199,,,
Cash Report,Data,Ending Settled Cash,Base Currency Summary,47391106.04972567,47391106.048705764,0.0010199,,,
Cash Report,Data,Starting Cash,EUR,-789.237642087,-789.237642087,0,,,
Cash Report,Data,Broker Interest Paid and Received,EUR,0,0,0,-3.13,-3.13,
Cash Report,Data,Trades (Sales),EUR,805,805,0,805,805,
Cash Report,Data,Ending Cash,EUR,15.762357913,15.762357913,0,,,
Cash Report,Data,Ending Settled Cash,EUR,-789.237642087,-789.237642087,0,,,
Cash Report,Data,Starting Cash,HKD,24362373.34479098,24362373.34479098,0,,,
Cash Report,Data,Commissions,HKD,0,0,0,-76048.4964625,-76048.4964625,
Cash Report,Data,Internal Transfers,HKD,0,0,0,-78.91,-78.91,
Cash Report,Data,Dividends,HKD,0,0,0,179484.62,179484.62,
Cash Report,Data,Broker Interest Paid and Received,HKD,0,0,0,-503614.01,-503614.01,
Cash Report,Data,Trades (Sales),HKD,0,0,0,125653955,125653955,
Cash Report,Data,Trades (Purchase),HKD,0,0,0,-3108170,-3108170,
Cash Report,Data,Payment In Lieu of Dividends,HKD,0,0,0,151358.31,151358.31,
Cash Report,Data,Transaction Fees,HKD,0,0,0,-93475.3092025,-93475.3092025,
Cash Report,Data,Withholding Tax,HKD,0,0,0,-17948.46,-17948.46,
Cash Report,Data,Ending Cash,HKD,24362373.34479098,24362373.34479098,0,,,
Cash Report,Data,Ending Settled Cash,HKD,-100976275.74888653,-100976275.74888653,0,,,
Cash Report,Data,Starting Cash,JPY,8382294.1343547,8382294.1343547,0,,,
Cash Report,Data,Commissions,JPY,0,0,0,-31874.97632,-31874.97632,
Cash Report,Data,Broker Interest Paid and Received,JPY,0,0,0,-72276,-72276,
Cash Report,Data,Trades (Sales),JPY,0,0,0,75093930,75093930,
Cash Report,Data,Ending Cash,JPY,8382294.1343547,8382294.1343547,0,,,
Cash Report,Data,Ending Settled Cash,JPY,-66711635.8656453,-66711635.8656453,0,,,
Cash Report,Data,Starting Cash,SGD,65369.41671682,65369.41671682,0,,,
Cash Report,Data,Commissions,SGD,0,0,0,-3853.438248,-3853.438248,
Cash Report,Data,Broker Interest Paid and Received,SGD,0,0,0,-13963.86,-13963.86,
Cash Report,Data,Trades (Sales),SGD,0,0,0,4036793,4036793,
Cash Report,Data,Ending Cash,SGD,65369.41671682,65369.41671682,0,,,
Cash Report,Data,Ending Settled Cash,SGD,-3721423.58328318,-3721423.58328318,0,,,
Cash Report,Data,Starting Cash,USD,63537692.7198232,62942185.1588033,595507.5610199,,,
Cash Report,Data,Commissions,USD,-30.3418066,-30.3418066,0,-13213.92529697,-13213.92529697,
Cash Report,Data,Withdrawals,USD,0,0,0,-9000000,-9000000,
Cash Report,Data,Internal Transfers,USD,0,595507.56,-595507.56,0,0,
Cash Report,Data,Dividends,USD,0,0,0,48211.31,48211.31,
Cash Report,Data,Broker Interest Paid and Received,USD,0,0,0,-465516.63,-465516.63,
Cash Report,Data,Cash Settling MTM,USD,0,0,0,270630,270630,
Cash Report,Data,Trades (Sales),USD,6047,6047,0,187824688.53899994,187824688.53899994,
Cash Report,Data,Trades (Purchase),USD,-31689.3735,-31689.3735,0,-8719004.3035,-8719004.3035,
Cash Report,Data,Other Fees,USD,0,0,0,-414.57,-414.57,
Cash Report,Data,Payment In Lieu of Dividends,USD,0,0,0,2355.8,2355.8,
Cash Report,Data,Withholding Tax,USD,0,0,0,-10600.46,-10600.46,
Cash Report,Data,Ending Cash,USD,63512020.0045166,63512020.0034967,0.0010199,,,
Cash Report,Data,Ending Settled Cash,USD,63537662.378016606,63537662.3769967,0.0010199,,,
Open Positions,Header,DataDiscriminator,Asset Category,Currency,Symbol,Quantity,Mult,Cost Price,Cost Basis,Close Price,Value,Unrealized P/L,Code
Open Positions,Data,Summary,Equity and Index Options,USD,NVDA 31JAN25 115 P,-20,100,1.648883564,-3297.767127,0.29,-580,2717.767127,
Open Positions,Data,Summary,Equity and Index Options,USD,NVDA 31JAN25 119 P,-10,100,2.727843566,-2727.843566,0.555,-555,2172.843566,
Open Positions,Data,Summary,Equity and Index Options,USD,NVDA 16JAN26 110 C,10,100,30.8569525,30856.9525,36.1282,36128.2,5271.2475,
Open Positions,Total,,Equity and Index Options,USD,,,,,24831.341807,,34993.2,10161.858193,
Forex Balances,Header,Asset Category,Currency,Description,Quantity,Cost Price,Cost Basis in USD,Close Price,Value in USD,Unrealized P/L in USD,Code
Forex Balances,Data,Forex,USD,EUR,15.762342,1.045184466,-16.474555,1.0431,16.441699,-0.032856,
Forex Balances,Data,Forex,USD,HKD,24362373.344782993,0.1284,-3128128.737469,0.12837,3127397.866268999,-730.8712,
Forex Balances,Data,Forex,USD,JPY,8382294.134353,0.0064719,-54249.369407,0.0064295,53893.960137,-355.40927,
Forex Balances,Data,Forex,USD,SGD,65369.416716,0.7437,-48615.235212,0.74017,48384.481171,-230.754041,
Forex Balances,Data,Forex,USD,USD,63512020.0045166,0,-63512020.0045166,1,63512020.0045166,0,
Forex Balances,Data,Total,,,,,-66743029.8209946,,66741712.753605604,-1317.067389,
Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Quantity,T. Price,C. Price,Proceeds,Comm/Fee,Basis,Realized P/L,MTM P/L,Code
Trades,Data,Order,Equity and Index Options,USD,NVDA 31JAN25 115 P,"2025-01-28, 10:00:00",-2,1.8,0.29,360,-1.406088,-358.593912,0,302,O
Trades,Data,Order,Equity and Index Options,USD,NVDA 31JAN25 115 P,"2025-01-28, 10:00:57",-18,1.64,0.29,2952,-12.8267856,-2939.1732144,0,2430,O;P
Trades,SubTotal,,Equity and Index Options,USD,NVDA 31JAN25 115 P,,-20,,,3312,-14.2328736,-3297.7671264,0,2732,
Trades,Data,Order,Equity and Index Options,USD,NVDA 31JAN25 119 P,"2025-01-28, 10:05:15",-5,3.07,0.555,1535,-3.582873,-1531.417127,0,1257.5,O;P
Trades,Data,Order,Equity and Index Options,USD,NVDA 31JAN25 119 P,"2025-01-28, 10:40:13",-5,2.4,0.555,1200,-3.57356,-1196.42644,0,922.5,O;P
Trades,SubTotal,,Equity and Index Options,USD,NVDA 31JAN25 119 P,,-10,,,2735,-7.156433,-2727.843567,0,2180,
Trades,Data,Order,Equity and Index Options,USD,NVDA 16JAN26 110 C,"2025-01-28, 11:19:12",10,30.85,36.1282,-30850,-6.9525,30856.9525,0,5278.2,O
Trades,SubTotal,,Equity and Index Options,USD,NVDA 16JAN26 110 C,,10,,,-30850,-6.9525,30856.9525,0,5278.2,
Trades,Total,,Equity and Index Options,USD,,,,,,-24803,-28.3418066,24831.3418066,0,10190.2, 
Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Quantity,T. Price,,Proceeds,Comm in USD,,,MTM in USD,Code
Trades,Data,Order,Forex,USD,EUR.USD,"2025-01-28, 12:02:20",805,1.0427,,-839.3735,-2,,,0.322,
Trades,SubTotal,,Forex,USD,EUR.USD,,805,,,-839.3735,-2,,,0.322,
Trades,Total,,Forex,USD,,,,,,-839.3735,-2,,,0.322, 
Interest Accruals,Header,Currency,Field Name,Field Value
Interest Accruals,Data,Base Currency Summary,Starting Accrual Balance,-472907.6566949
Interest Accruals,Data,Base Currency Summary,Interest Accrued,-16579.3997011
Interest Accruals,Data,Base Currency Summary,Accrual Reversal,0
Interest Accruals,Data,Base Currency Summary,FX Translation,51.4752086
Interest Accruals,Data,Base Currency Summary,Ending Accrual Balance,-489435.5811874
Interest Accruals,Data,EUR,Starting Accrual Balance,-1.98
Interest Accruals,Data,EUR,Interest Accrued,0
Interest Accruals,Data,EUR,Accrual Reversal,0
Interest Accruals,Data,EUR,Ending Accrual Balance,-1.98
Interest Accruals,Data,EUR,Ending Accrual Balance in USD,-2.065338
Interest Accruals,Data,HKD,Starting Accrual Balance,-392263.48
Interest Accruals,Data,HKD,Interest Accrued,-16039.22
Interest Accruals,Data,HKD,Accrual Reversal,0
Interest Accruals,Data,HKD,Ending Accrual Balance,-408302.7
Interest Accruals,Data,HKD,Ending Accrual Balance in USD,-52413.817599
Interest Accruals,Data,JPY,Starting Accrual Balance,-52471
Interest Accruals,Data,JPY,Interest Accrued,-2006
Interest Accruals,Data,JPY,Accrual Reversal,0
Interest Accruals,Data,JPY,Ending Accrual Balance,-54477
Interest Accruals,Data,JPY,Ending Accrual Balance in USD,-350.2598715
Interest Accruals,Data,SGD,Starting Accrual Balance,-10614.86
Interest Accruals,Data,SGD,Interest Accrued,-400.31
Interest Accruals,Data,SGD,Accrual Reversal,0
Interest Accruals,Data,SGD,Ending Accrual Balance,-11015.17
Interest Accruals,Data,SGD,Ending Accrual Balance in USD,-8153.0983789
Interest Accruals,Data,USD,Starting Accrual Balance,-414305.09
Interest Accruals,Data,USD,Interest Accrued,-14211.25
Interest Accruals,Data,USD,Accrual Reversal,0
Interest Accruals,Data,USD,Ending Accrual Balance,-428516.34
Financial Instrument Information,Header,Asset Category,Symbol,Description,Conid,Underlying,Listing Exch,Multiplier,Expiry,Delivery Month,Type,Strike,Code
Financial Instrument Information,Data,Equity and Index Options,NVDA  250131P00115000,NVDA 31JAN25 115 P,748147239,NVDA,CBOE,100,2025-01-31,2025-01,P,115,
Financial Instrument Information,Data,Equity and Index Options,NVDA  250131P00119000,NVDA 31JAN25 119 P,748669984,NVDA,CBOE,100,2025-01-31,2025-01,P,119,
Financial Instrument Information,Data,Equity and Index Options,NVDA  260116C00110000,NVDA 16JAN26 110 C,677933399,NVDA,CBOE,100,2026-01-16,2026-01,C,110,
Base Currency Exchange Rate,Header,Currency,Rate
Base Currency Exchange Rate,Data,AED,0.272260
Base Currency Exchange Rate,Data,AUD,0.625230
Base Currency Exchange Rate,Data,BGN,0.533300
Base Currency Exchange Rate,Data,BHD,2.652500
Base Currency Exchange Rate,Data,BRL,0.170720
Base Currency Exchange Rate,Data,CAD,0.694360
Base Currency Exchange Rate,Data,CHF,1.106100
Base Currency Exchange Rate,Data,CNH,0.137500
Base Currency Exchange Rate,Data,CNY,0.137910
Base Currency Exchange Rate,Data,CZK,0.041577
Base Currency Exchange Rate,Data,DKK,0.139780
Base Currency Exchange Rate,Data,EUR,1.043100
Base Currency Exchange Rate,Data,GBP,1.244200
Base Currency Exchange Rate,Data,HKD,0.128370
Base Currency Exchange Rate,Data,HUF,0.002560
Base Currency Exchange Rate,Data,ILS,0.276090
Base Currency Exchange Rate,Data,INR,0.011549
Base Currency Exchange Rate,Data,JPY,0.006430
Base Currency Exchange Rate,Data,KRW,0.000691
Base Currency Exchange Rate,Data,KWD,3.242900
Base Currency Exchange Rate,Data,MXN,0.048649
Base Currency Exchange Rate,Data,MYR,0.227630
Base Currency Exchange Rate,Data,NOK,0.088661
Base Currency Exchange Rate,Data,NZD,0.566650
Base Currency Exchange Rate,Data,OMR,2.597400
Base Currency Exchange Rate,Data,PLN,0.248250
Base Currency Exchange Rate,Data,QAR,0.274290
Base Currency Exchange Rate,Data,RON,0.209670
Base Currency Exchange Rate,Data,RUB,0.010204
Base Currency Exchange Rate,Data,SAR,0.266610
Base Currency Exchange Rate,Data,SEK,0.090924
Base Currency Exchange Rate,Data,SGD,0.740170
Base Currency Exchange Rate,Data,THB,0.029517
Base Currency Exchange Rate,Data,TRY,0.027986
Base Currency Exchange Rate,Data,TWD,0.030455
Base Currency Exchange Rate,Data,ZAR,0.053537
Codes,Header,Code,Meaning,Code (Cont.),Meaning (Cont.)
Codes,Data,A,Assignment
Codes,Data,ADR,ADR Fee Accrual
Codes,Data,AEx,Automatic exercise for dividend-related recommendation.
Codes,Data,AFx,AutoFX conversion resulting from trading
Codes,Data,Adj,Adjustment
Codes,Data,Al,Allocation
Codes,Data,Aw,Away Trade
Codes,Data,B,Automatic Buy-in
Codes,Data,Bo,Direct Borrow
Codes,Data,C,Closing Trade
Codes,Data,CD,Cash Delivery
Codes,Data,CP,Complex Position
Codes,Data,Ca,Cancelled
Codes,Data,Co,Corrected Trade
Codes,Data,Cx,Part or all of this transaction was a Crossing executed as dual agent by IB for two IB customers
Codes,Data,DT,Discounted Trade
Codes,Data,De,Delivery or Conversion Action
Codes,Data,ETF,ETF Creation/Redemption
Codes,Data,Ep,Resulted from an Expired Position
Codes,Data,Ex,Exercise
Codes,Data,FP,The fractional portion of this trade was executed against IB or an affiliate.
Codes,Data,FPA,The fractional portion of this trade was executed against IB or an affiliate. IB acted as agent for the whole share portion of this trade.
Codes,Data,G,Trade in Guaranteed Account Segment
Codes,Data,GEA,Exercise or Assignment resulting from offsetting positions
Codes,Data,HC,Highest Cost tax basis election
Codes,Data,HFI,Investment Transferred to Hedge Fund
Codes,Data,HFR,Redemption from Hedge Fund
Codes,Data,I,Internal Transfer
Codes,Data,IA,The transaction was executed against IB or an affiliate
Codes,Data,IM,A portion of the order was executed against IB or an affiliate; IB acted as agent on a portion.
Codes,Data,INV,Investment Transfer from Investor
Codes,Data,IPO,This transaction was executed as part of an IPO in which IB was a member of the selling group and is classified as a Principal trade.
Codes,Data,L,Ordered by IB (Margin Violation)
Codes,Data,LD,Adjusted by Loss Disallowed from Wash Sale
Codes,Data,LI,"Last In, First Out (LIFO) tax basis election"
Codes,Data,LT,Long Term P/L
Codes,Data,Lo,Direct Loan
Codes,Data,M,Entered manually by IB
Codes,Data,MEx,Manual exercise for dividend-related recommendation.
Codes,Data,ML,Maximize Losses tax basis election
Codes,Data,MLG,Maximize Long Term Gain tax basis election
Codes,Data,MLL,Maximize Long Term Loss tax basis election
Codes,Data,MSG,Maximize Short Term Gain tax basis election
Codes,Data,MSL,Maximize Short Term Loss tax basis election
Codes,Data,O,Opening Trade
Codes,Data,Off,Yes and No contracts offset to $1.00 cash settlement
Codes,Data,P,Partial Execution
Codes,Data,PE,Perpetual Investment
Codes,Data,PI,Price Improvement
Codes,Data,PTA,Post Trade Allocation
Codes,Data,Po,Interest or Dividend Accrual Posting
Codes,Data,Pr,Part or all of this transaction was executed by the Exchange as a Crossing by IB against an IB affiliate and is therefore classified as a Principal and not an agency trade
Codes,Data,R,Dividend Reinvestment
Codes,Data,RED,Redemption to Investor
Codes,Data,RI,Recurring Investment
Codes,Data,RP,"IB acted as agent for the fractional share portion of this trade, which was executed by an IB affiliate as riskless principal."
Codes,Data,RPA,IB acted as agent for both the fractional share portion and the whole share portion of this trade; the fractional share portion was executed by an IB Affiliate as riskless principal.
Codes,Data,Rb,Rebill
Codes,Data,Re,Interest or Dividend Accrual Reversal
Codes,Data,Ri,Reimbursement
Codes,Data,S0,Contract settled to zero value
Codes,Data,S1,Contract settled to $1.00
Codes,Data,SF,Trade is subject to IBKR Lite Surcharge Fee if volume of such trades exceeds 10% of the total monthly Lite trade volume
Codes,Data,SI,This order was solicited by Interactive Brokers
Codes,Data,SL,Specific Lot tax basis election
Codes,Data,SO,This order was marked as solicited by your Introducing Broker
Codes,Data,SS,Customer designated this trade for shortened settlement and so is subject to execution at prices above the prevailing market
Codes,Data,ST,Short Term P/L
Codes,Data,T,Transfer
Codes,Data,Un,Unvested shares from stock grant
Codes,Data,XCH,Mutual Fund Exchange Transaction
Notes/Legal Notes,Header,Type,Note
Notes/Legal Notes,Data,Notes,"Stock exchange transactions generally settle on the trade date plus one business day (T+1). Options, futures and US open-end mutual fund transactions also settle on trade date plus one business day. Some exchanges and other transaction types may have longer or shorter settlement periods. Ending settled cash reflects the cash that has actually settled."
Notes/Legal Notes,Data,Notes,Initial and maintenance margin requirements are available within the Account Window of the Trader Workstation.
Notes/Legal Notes,Data,Notes,"Interactive Brokers LLC receives compensation from fund companies in connection with the purchase and holding of fund shares by customers of Interactive Brokers LLC. Such compensation includes, but is not limited to, Rule 12b-1 fees that are paid out of the funds assets. The source and amount of any remuneration received by Interactive Brokers LLC in connection with a transaction will be furnished upon written request of the customer.  IB may share a portion of the compensation received from fund companies with your independent advisor or introducing broker."
Notes/Legal Notes,Data,Notes,"Quantities preceded by a ""-"" sign indicate sell transactions. Other transactions are purchases. "
Notes/Legal Notes,Data,Notes,"IB acts as agent in executing the fractional share portion of your order. In certain circumstances, IB routes the fractional portion of your order to an affiliate, which may execute the fractional portion of the order as principal. In such circumstances, this is indicated by the codes associated with the trade. If an IB affiliate acts as principal in executing any fractional share portion of your order, the order will be executed at the price displayed for the opposite side of the NBBO from your order (the offer if you are buying and the bid if you are selling) at the time of execution. If an IB affiliate is acting as riskless principal in connection with filling the fractional share portion of your order, the affiliate will execute the fractional share portion of your order at the price it receives for the execution of the whole share."
Notes/Legal Notes,Data,Notes,"In case of partial executions, commissions are charged on the total quantity executed on the original order. The commission is displayed on the first partial execution only."
Notes/Legal Notes,Data,Notes,Each closed lot indicated above with a reference to note (6) was chosen by the end of the trading day to be sold versus the specific opening purchase identified in that row.
Notes/Legal Notes,Data,Notes,Trade execution times are displayed in Eastern Time.
Notes/Legal Notes,Data,Notes,Applicable regulatory fees for your transactions are available on the IB website at www.interactivebrokers.com/en/accounts/fees/exchangeAndRegulatoryFees.php.
Notes/Legal Notes,Data,Notes,"Borrow Fee Rate represents the cost to borrow stock expressed in percent per annum. It is applied to the collateral value on the stock borrow contract and is separate from any interest earned on credit cash balances. Similarly, Loan Fee Rate represents the benefit to lend stock. A positive rate indicates a cost to the borrower/benefit to the lender and a negative rate indicates a benefit to the borrower/cost to the lender. In general, the fee rates for hard-to-borrow stocks are higher than for normal availability stocks."
Notes/Legal Notes,Data,Notes,Interest Rate on Customer Collateral represents the interest paid on the collateral posted to the customer's account and received from lending stock.  A positive rate indicates a benefit to the lender.
Notes/Legal Notes,Data,Notes,"The closing prices on this Activity Statement are indicative and may come from third-party sources. Interactive Brokers does not warrant the accuracy of the prices provided by third-party sources. Due to time zone differences, certain non-US mutual funds may deliver closing prices after the Activity Statement has been produced and the closing prices for such funds will reflect the previous day's price."
Notes/Legal Notes,Data,Notes,All Market Data and Research services are provided through Global Financial Information Services (GmbH).
Notes/Legal Notes,Data,Notes,"Market data is provided by Global Financial Information Services (GmbH). Your local broker collects amounts owed for fees and tax for such data on behalf of Global Financial Information Services (GmbH). Note, you are responsible for any applicable taxes relating to the provision of these services."
Notes/Legal Notes,Data,Notes,"Additional information about your Forex transactions may be requested, including information required under NFA Rule 2-36(o) about Forex trades in the same currency pair as any Forex transaction you executed in your IB account. We can provide this information for trades executed within the 15 minutes immediately before and after your trade. This information is available for a period of 6 months after your trade."
Notes/Legal Notes,Data,Mutual Fund Notes,"All purchase and sales of mutual funds are calculated against the published NAV (Net Asset Value) of the underlying fund and is displayed on this confirmation as the ""C. Price"" (Closing Price). Due to any fees charged by a fund and/or any share rounding, the net price you pay may vary from the published NAV and is shown on this confirmation as the ""T. Price"" (Trade Price)."
Notes/Legal Notes,Data,Fixed Income Notes,"Call features for bonds or preferred stocks may affect the yield. For zero coupon, compound interest and multiplier securities, there are no periodic payments and securities may be callable below maturity value without notice to holder unless registered. For asset-backed securities, the actual yield may vary depending on the speed at which the underlying note is pre-paid. For additional information regarding bond yield, please contact the IB Help Desk at: ibkr.com/help. If this debt security is unrated by a nationally recognized statistical rating organization, it may pose a high risk of default. You should consult an independent advisor to determine whether unrated bonds are appropriate for your portfolio in light of your goals and your financial circumstances. Fees charged by bond trading centers are included in the cost of bond transactions."
Notes/Legal Notes,Data,Legal Notes,"Please promptly report any inaccuracy or discrepancy in this statement, or in your account. Contact the IB Customer Service Department in writing using the form available on the IB website. You may also contact IB by phone, but if you report an error by phone, you should re-confirm such oral communication in writing in order to protect your rights, including rights under the Securities Investor Protection Act (SIPA).Interactive Brokers:Interactive Brokers LLC, www.interactivebrokers.com, 877-442-2757 (U.S.)Interactive Brokers (UK) (Ltd), www.interactivebrokers.co.uk, 00800-42-276537 (Intl)Interactive Brokers Canada Inc., www.interactivebrokers.ca, 877-745-4222 (Can.)"
Notes/Legal Notes,Data,Legal Notes,"Unless otherwise noted, Interactive Brokers acted as agent in the execution of the above transactions. For those exchanges where IB is not a direct clearing member or custodian, IB may use one of the following clearing agents or sub-custodians: Interactive Brokers Australia Pty Limited; Interactive Brokers Canada Inc.; Interactive Brokers Hong Kong Limited; Interactive Brokers Ireland, Limited; Interactive Brokers Securities Japan, Inc.; Interactive Brokers (U.K.) Limited; IBKR Financial Services AG; ABN Amro Clearing Singapore Pte. Ltd.; BBVA Bancomer, S.A.; BNP Securities Services, Milan Branch; BMO Harris Bank N.A.; Citibank Europe plc; Skandinaviska Enskilda Banken AB (including select branches)."
Notes/Legal Notes,Data,Legal Notes,"IB acts as agent or riskless principal in foreign currency exchange transactions and as riskless principal in spot precious metals transactions.  Such transactions are executed against an IB affiliate or a third party, which acts as principal in such transactions and may have a long or short position and may have profited or lost in connection with the transaction.  Foreign currency exchange and spot precious metals transactions executed by Customer through IB are not regulated or overseen by the SEC or the CFTC."
Notes/Legal Notes,Data,Legal Notes,"IB accepts liquidity rebates or other order flow payments from Alternative Trading Systems, market makers and exchanges for certain orders in stocks. IB receives payment for some option orders pursuant to exchange-mandated marketing fee programs or other arrangements. The source and nature of any compensation received by IB in connection with any transaction is available upon written request of the customer. For further information, check the IB website and the Order Routing and Payment for Order Flow Disclosure provided when you opened your account and annually or visit ibkr.com/help.  "
Notes/Legal Notes,Data,Legal Notes,"For security futures trades, if not already indicated on this statement, information about the time of any transaction, the identity of the counterparty to the transaction, and whether IB is acting as agent or principal, as agent for the counterparty, as agent for both parties to the contract, or as principal, and if acting as principal, whether the transaction was a block transaction or an exchange for physicals transaction, will be available upon written request of the customer."
Notes/Legal Notes,Data,Legal Notes,Customer is requested to promptly advise Interactive Brokers of any material change in Customers investment objectives.
Notes/Legal Notes,Data,Legal Notes,"A financial statement of Interactive Brokers LLC is available for your personal inspection at www.interactivebrokers.com or at its offices, or a copy of it will be mailed upon your written request."
